id,title,intro,image,steps,ingredients,tags,notice,level,craft,duration,flavor
3488,日式味噌鸡肉肠,,http://i3.meishichina.com/attachment/recipe/201005/201005061058041.jpg@!p800,[],"{'鸡肉肠': '2根', '鸡肉泥': '300g', '生姜泥': '10g', '色拉油': '1大勺', '味噌日式酱': '20g', '砂糖': '1大勺', '料理酒': '2大勺', '酱油': '2大勺', '栗子粉': '2大勺', '面包粉': '15g'}","['老人', '热菜', '宵夜', '朋友聚餐', '日本料理', '冬季食谱']",,普通,蒸,三刻钟,咸鲜
3489,煎面饼,,http://i3.meishichina.com/attachment/recipe/201102/201102181327025.jpg@!p800,"['蛏子剥壳洗净，用料酒、生抽和盐腌制15分钟。', '锅里放油，倒入蛏子划熟。', '8分熟时盛起备用。', '香菜洗净切末。', '面粉加水调成糊。', '放入香菜，打入两个鸡蛋。', '加点盐和鸡精搅拌均匀，放着醒15分钟做面糊。', '不粘锅里放油，倒入面糊。', '趁蛋液未凝固时放入几个处理过的蛏子。', '中途翻次面继续慢火煎。', '煎好后一张张铺起。']","{'蛏子': '适量', '面粉': '适量', '鸡蛋': '适量', '香菜': '适量'}","['主食', '儿童', '老人', '早餐', '家常菜', '夏季食谱', '快餐']","1.处理蛏子时，如果不喜欢它的须可以将它弄掉（不弄掉也没事，看个人喜好）；

2.蛏子先划到8分熟，这样煎的时候会快熟，不会造成面饼熟了，而蛏子还没熟的尴尬局面；

3.香菜末是个人喜好，如果不喜欢，可以换成葱末；

4.面糊调好后醒15分钟，这样煎出来的面饼会更劲道；

5.煎面饼时不要急着翻面，等到面饼能晃动时再翻面，这样面饼不易翻散掉；",简单,煎,半小时,原味
3490,饺子,"“虽然喜欢吃面制品的东西，但是家里从来都不会做面食（除了下面条，还是现成的），对于我来说真是太复杂了，（嘴馋了就到茶楼饮早茶吃点心，味道还不错呢），看着大家把面食、蛋糕做得色香味俱全，真是佩服得五体投地。心痒痒的，就来做个简单的饺子吧（那面皮也是买现成的，呵呵，这方面我真是七窍通了六窍——一窍不通呀）” 
",http://i8.meishichina.com/attachment/recipe/201005/201005061136561.jpg@!p800,[],"{'半肥瘦猪肉': '适量', '韭菜': '适量', '姜蓉': '适量', '盐': '适量', '生抽': '适量', '糖': '适量', '蚝油': '适量', '油': '适量'}",[],,普通,蒸,半小时,咸鲜
3491,蛋羹,"“我家公公把家顶楼的菜园子（以前用来种菜的）摇身变为鸡棚子后，家里每天都有新鲜的鸡蛋吃，纯天然的土鸡蛋，好吃，一向不爱吃鸡蛋的我也经常用鸡蛋做菜（主要的是方便，呵呵）。” 
",http://i3.meishichina.com/attachment/recipe/201102/201102181121031.jpg@!p800,[],"{'五花肉': '适量', '鸡蛋': '适量', '干葱头': '适量', '盐': '适量', '生抽': '适量', '胡椒粉': '适量', '糖': '适量', '油': '适量'}","['儿童', '早餐', '家常菜', '夏季食谱', '羹类', '工作餐']",,简单,蒸,廿分钟,原味
3492,素炒三丝,"“清淡美味，非常的健康。” 
",http://i8.meishichina.com/attachment/recipe/201102/201102181130198.jpg@!p800,[],"{'节瓜': '适量', '粉丝': '适量', '冬茹': '适量', '咸蛋': '适量', '葱': '适量', '姜': '适量', '生抽': '适量', '少许盐': '适量', '蚝油': '适量'}",[],,普通,炒,十分钟,清淡
3493,老鸭黄豆汤,"“这款汤可是滋阴补血的哦，鸭肉性味甘温，富含蛋白质、钙、磷、烟酸和维B1、B2，而且加入猪骨可以除去鸭肉的腥味增加汤的甜味，黄豆营养丰富，红枣和枸杞可以补血，味道好极了。” 
",http://i3.meishichina.com/attachment/recipe/201102/201102180958419.jpg@!p800,"['我家煲汤煲肉都是用这种砂锅，用煤气的，也有用电的，用砂锅的话可以最大限度的保持肉、汤的原汁原味。', '把鸭肉收拾好（我们这里的都是手工宰杀的，毛很多，要小心搞干净），斩块备用。', '猪骨头斩块（排骨也可，最好是用瘦一点的，这样煲出来的汤较清淡）', '配料有黄豆（黄豆我选的是本地的小黄豆，当然其它黄豆也行）、红枣、枸杞、姜、酒。', '把黄豆用水泡一个小时。', '将材料放进砂锅里（枸杞在关火前两分钟放）', '大火烧开后转小火，慢慢炖一个半小时，现在都已经闻到香味了，我要盖盖子煲了。']","{'老鸭': '500g', '猪骨头': '200g', '黄豆': '100g', '红枣': '十颗', '枸杞': '适量', '姜': '一块', '酒': '一小匙'}","['产妇', '老人', '淮扬菜', '春季食谱', '夏季食谱', '秋季食谱', '冬季食谱', '宴客菜', '汤类', '午餐']",煲的时间的长短可以自己控制，太老的鸭子可以煲久点。枸杞一定要在关火前两分钟放,简单,煨,数小时,咸鲜
3494,芒果鲜虾,,http://i3.meishichina.com/attachment/recipe/201005/201005061316546.jpg@!p800,[],"{'芒果': '适量', '鲜虾仁': '适量', '豌豆': '适量', '胡萝卜': '适量', '鸡蛋': '适量'}","['儿童', '热菜', '朋友聚餐', '家常菜', '午餐']",,普通,炒,十分钟,咸鲜
3495,五花肉烧茄干,,http://i3.meishichina.com/attachment/recipe/201102/201102171632160.jpg@!p800,[],"{'五花肉': '适量', '茄子干': '适量', '青辣椒': '适量', '葱末': '适量', '蚝油': '适量', '酱油': '适量', '八角': '适量'}","['老人', '热菜', '家常菜', '秋季食谱', '宴客菜']",,普通,烧,廿分钟,咸鲜
3496,什锦油条,,http://i8.meishichina.com/attachment/recipe/201005/201005061347332.jpg@!p800,[],"{'剩油条': '2根', '瘦肉': '200g', '青椒': '2个', '甜椒': '1个', '胡萝卜': '1根', '花椒粒': '适量', '蒜瓣': '适量', '姜': '适量', '盐': '适量', '油': '适量', '淀粉': '适量', '老抽': '适量'}",[],,普通,炒,十分钟,咸鲜
3497,芽菜蚕豆,"“四川是中国种植蚕豆最多的地区，现下新鲜蚕豆上市了，而且价格也算便宜，昨儿买了一些来做我们家乡特有“咸菜胡豆”，可惜这儿没有老家特有的咸菜。

&nbsp;&nbsp;老家的咸菜是用萝卜缨子做的，收的萝卜缨子挂在阴凉通风处晾干后洗净，挤干水分切成细末，加盐拌匀后用簸箕等物晾干，然后装进坛子密封，1个月后就可以吃到了。做好的咸菜保存的好的可以放3-5年，越老的咸菜味道越香。” 
",http://i3.meishichina.com/attachment/recipe/201005/201005061359228.jpg@!p800,[],"{'蚕豆': '300g', '芽菜': '50g', '小蒜苗': '2根', '姜': '1小块', '干辣椒': '4-5个', '花椒': '7-8粒', '盐': '适量'}","['老人', '热菜', '家常菜', '夏季食谱', '晚餐', '工作餐']",,普通,炒,十分钟,微辣
3500,大概版糯米鸡,"“在广东茶楼的早茶，一般都有一笼笼糯米鸡推出来，很多茶客都会叫糯米鸡这款。它主要是用荷叶裹着鸡肉、冬菇和其他配料，打开它，闻到阵阵的荷叶清香。我找不到笋，刚好冰箱有只小鸡，我用了一只腿和一只翅膀来做馅。刚好朋友给了我几张荷叶，就作来过下咀瘾。做得不太正统，材料不够，将就住吧，请大家见凉。” 
",http://i3.meishichina.com/attachment/recipe/201102/201102181018268.jpg@!p800,[],"{'糯米': '适量', '鸡肉': '适量', '水发冬菇': '适量', '生抽': '适量', '盐': '适量', '料酒': '适量', '五香粉': '少量', '麻油': '适量', '生粉': '适量'}","['粤菜', '儿童', '老人', '热菜', '秋季食谱', '宴客菜', '午餐']",,普通,蒸,数小时,咸鲜
3501,铁锅版盐焗鸡,"“说起盐焗鸡，如果在广州，那真是很普遍的，就在我家楼下，随随便便的都找到几个档口，谁叫我家就住在上下九附近呢，要找些好吃的，还不容易？那时啊，那个咀刁的，总嫌这嫌那的，不是这家的咸了些，就是那家的皮不脆，如今啊，想吃只有靠自己喽。” 
",http://i3.meishichina.com/attachment/recipe/201005/201005061450334.jpg@!p800,"['鸡最好隔夜风干，将玉米等不太出水的东东塞入鸡肚内，用牙签别好头和屁股两洞口，用纸包好鸡，如果包不紧可以用棉纱绳子捆扎，在盐里放十几二十粒花椒，五六颗八角，几片姜，把盐炒热，然后在锅底放1--2厘米的盐，放入鸡只，再倒入其余的盐，好让盐均匀的埋住鸡只。', '放入烤箱，350--400F，烤20--25分钟左右，再拿出鸡只来翻身，再用上述的方法埋好鸡，再烤20--25分。', '烤好后拆包，用刷子刷去掉在鸡表面的盐，大功告成，手撕或斩件随你。', '因为腿肉厚，较难熟，腿肉熟是关键。撕开大腿看看。']","{'鸡': '适量', '花椒': '适量', '八角': '适量', '姜': '适量', '盐': '适量'}","['粤菜', '热菜']","一、鸡只不要过大，一斤左右足够，在广州，一般饭馆不用大鸡做盐焗鸡或白斩鸡。
二、肚子里的填充物最好不要遇热就发大水的，因为如果发水，会渗透纸，这样盐也就做溶化，鸡会变得很咸。
三、温度没有绝对准确的，要看鸡只的大小，而且每家的烤箱有温度区别，其实，说来说去，就是让鸡烤熟而不要把鸡烤得太老就行了。",普通,其他,一小时,原味
3502,香蕉红糖小蛋糕,"“昨天晚上第一次做蛋糕毫不客气地说非常成功！原因是什么呢？？是因为太简单了~~~
香蕉红糖味的，我又加了一大把的葡萄干，一咬甘甜绵软中带着香蕉粒和葡萄干粒，真是太美味了，对于初学烘焙的菜鸟来说，强烈推荐这款简单而又美味的蛋糕~
关健人家还好学，不象水晶虾饺那么烦人” 
",http://i3.meishichina.com/attachment/recipe/201102/201102181049140.jpg@!p800,[],"{'面粉': '100克', '泡打粉': '一小勺', '小苏打': '四分之一勺', '葡萄干': '一大把', '鸡蛋液': '30克', '牛奶': '65ml', '植物油': '50ml', '香蕉': '适量', '红糖': '80克'}",[],,简单,烘焙,三刻钟,甜味
3503,寿司,,http://i8.meishichina.com/attachment/recipe/201102/201102181304107.jpg@!p800,[],"{'鸡蛋': '适量', '黄瓜': '一根', '香肠': '一根', '紫菜皮': '适量'}",[],,简单,蒸,廿分钟,咸甜
3504,营养玉米汁,"“喝多了豆浆就换个口味吧，这一款玉米汁味道真的特别好哦，浓浓的玉米香甜味，大人小朋友都喜欢的，做起来也特别简单的，大家一看就会的。” 
",http://i3.meishichina.com/attachment/recipe/201102/201102181524221.jpg@!p800,[],"{'甜玉米': '2根', '米': '4勺', '自来水': '750毫升'}","['饮品', '孕妇', '便秘', '下午茶']",,简单,其他,十分钟,甜味
3505,曲奇,"“一直想做这个的，就是没有买到黄油，哈哈哈，终于买到了，就马上试了试，味道好好啊，就是形状太难看了，因为忘了买裱花袋，就用保鲜袋代替了，果然做出了好丑好丑啊，看来还是得买专业的东西做才行啊，哎，这烤箱就是一个无底洞啊。。。。。。。。。从买烤箱到现在才2个多月的时间，就面粉都买了100多块。。。。。。。。
&nbsp; &nbsp;&nbsp; &nbsp;可我现在是已经中毒太深了啊，一天不烤就难受啊，每次烤得好吃心里好开心啊，呵呵呵，已经不可救药的爱上西点了。。。。。。。。。。” 
",http://i8.meishichina.com/attachment/recipe/201102/201102171631548.jpg@!p800,[],"{'鸡蛋': '一个', '玉米淀粉': '适量', '砂糖': '适量', '麦芽奶粉': '适量', '低粉': '适量', '黄油': '适量'}",[],,普通,烘焙,半小时,甜味
3506,椰丝小球,,http://i3.meishichina.com/attachment/recipe/201102/201102180958034.jpg@!p800,[],"{'低粉': '适量', '黄油': '适量', '椰丝': '适量', '鸡蛋': '适量', '奶粉': '适量', '砂糖': '适量'}","['烘焙', '儿童', '老人', '下午茶', '宴客菜']",,普通,烤,半小时,甜味
3508,木须肉,"“木须肉是以鸡蛋和木耳为主料，与瘦肉丝等食材拌炒而成，因菜中的鸡蛋颜色金黄，貌似桂花，而桂花又称为木樨，后人便以“木须”代指鸡蛋。我今天做的木须肉营养丰富，选料便宜，做法简单，加上成菜脆嫩鲜香，非常下饭，是一道老少皆宜的家常菜。” 
",http://i8.meishichina.com/attachment/recipe/201005/201005061620027.jpg@!p800,"['洗净冬笋、鲜黑木耳和红萝卜，都切成细丝；瘦肉洗净切成丝，葱也切成细丝备用。', '鸡蛋打入大碗内，加入1/5汤匙盐和3汤匙清水，打散成蛋液待用。<br>旺火烧热干锅，加入3汤匙油烧热，倒入蛋液快速炒散，待其凝固后立即盛起。', '续添2汤匙油烧热，倒入瘦肉丝炒至肉色变白，加入葱丝、黑木耳丝、红萝卜丝和冬笋丝拌炒1分钟。', '加入1/2汤匙料酒、1/5汤匙白胡椒粉、1/4汤匙盐和1/3汤匙鸡粉炒匀入味。', '倒入炒蛋，与锅内食材一同拌炒均匀，即可上碟。']","{'鸡蛋': '4只', '瘦肉': '100克', '冬笋': '50克', '鲜黑木耳': '50克', '红萝卜': '50克', '葱': '1根', '油': '5汤匙', '盐': '1汤匙', '料酒': '1/2汤匙', '白胡椒粉': '1/5汤匙', '鸡粉': '1/3汤匙'}",[],"1、鸡蛋要炒得嫩滑，应在蛋液里加少许清水，炒蛋不仅要旺火热锅沸油，还要眼疾手快，待其凝固便立即起锅。 

　　2、鲜木耳含有一种光感物质，食用后若被太阳照射可能会引起皮肤瘙痒、水肿，有皮肤敏感史者不宜多吃，也可选用水发干木耳来代替。 

　　3、袋装的水煮笋可直接烹调成菜，新鲜的竹笋需要放入沸水中煮熟煮透，除去苦味后再用来入菜。 

　　4、黄花菜味最鲜，也可代替鸡蛋用来做木须肉，成菜色泽金黄之余，还可提升鲜美之味。",简单,炒,廿分钟,咸鲜
3509,酱炸鲅鱼,"“鲅鱼是健康营养、价格低廉的美味食品。鲅鱼克用炖、炸、炒等多种方法来烹制。在制作鲅鱼时，用辣椒粉来调味，会使做出的鲅鱼更加美味可口。” 
",http://i3.meishichina.com/attachment/recipe/201102/201102181535126.jpg@!p800,[],"{'鲅鱼': '1条', '面粉': '2勺', '蒜': '5瓣', '小辣椒': '1个', '红辣椒': '1个', '胡椒粉': '少许', '清酒': '1勺', '柠檬汁': '1/2勺', '盐': '少许', '辣椒酱': '1勺', '辣椒粉': '1勺', '酱油': '2勺', '蒜泥': '1/2勺', '糖稀': '1勺', '清水': '3勺'}","['儿童', '老人', '家常菜', '私房菜', '秋季食谱', '午餐']",,普通,炸,廿分钟,酱香
3510,酿苦瓜,"“酿苦瓜是客家的一道特色菜哦” 
",http://i8.meishichina.com/attachment/recipe/201102/201102181303428.jpg@!p800,"['瘦肉剁成肉末，加入生粉、胡椒、鸡精、料酒、糖、盐腌制15min。', '香菇用温水浸泡后切粒，苦瓜洗净后切段大约5cm长，再去囊，虾米洗净。', '锅热下少许油，爆香香菇粒，虾米，后放入腌制好的肉末里拌匀，再酿入苦瓜内。', '酿好的苦瓜放在蒸屉上，放入锅内大火蒸15min，苦瓜一定要蒸黄蒸软，口感才好。', '蚝油加水调稀，锅热后放入煮开，浇在蒸好的苦瓜上就大功告成了。']","{'苦瓜': '两条', '瘦肉': '200g', '虾米': '50g', '香菇': '5朵', '生粉': '适量', '胡椒': '适量', '鸡精': '适量', '料酒': '适量', '蚝油': '适量', '糖': '适量', '盐': '适量'}",[],最好用高压锅，省时省煤气,普通,蒸,廿分钟,苦味
3511,翡翠水晶虾饺,,http://i3.meishichina.com/attachment/recipe/201102/201102181048463.jpg@!p800,[],"{'澄粉': '200克', '玉米淀粉': '适量', '开水': '280克', '抹茶粉': '适量', '猪油': '适量', '虾仁': '500克', '猪肉': '180克', '姜汁': '1茶匙', '盐': '适量', '鸡精': '适量', '糖': '适量', '生粉': '适量'}","['主食', '老人', '家常菜', '午餐', '工作餐']",,普通,蒸,三刻钟,咸鲜
3512,糊蹋子,"“这个绍兴人称为麦糊烧，是我刚接触厨房时最先学会的一道早餐饼

早些花个十多分钟时间摊几张这样的饼，配杯牛奶或是豆浆，给家人，虽然自己有时辛苦些，但比起外面卖的，总觉得要健康卫生有营养许多” 
",http://i3.meishichina.com/attachment/recipe/201102/201102171631319.jpg@!p800,[],"{'麦粉': '适量', '土鸡蛋': '适量', '蒲子': '适量', '盐': '适量', '油': '适量'}","['主食', '儿童', '早餐', '家常菜']",,普通,煎,十分钟,葱香
3513,爽口酱萝卜,"“这样出来的酱萝卜，一点萝卜生味都没的，酸甜可口” 
",http://i3.meishichina.com/attachment/recipe/201102/201102181609183.jpg@!p800,[],"{'大胖萝卜': '一个', '盐': '适量', '白糖': '适量', '海天味极鲜酱油': '适量', '白醋': '适量', '矿泉水': '适量'}","['泡酱腌菜', '老人', '早餐', '家常菜', '冬季食谱', '小菜', '晚餐']",,普通,腌,数天,酸甜
3514,香煎老豆腐,"“每次放假回家，总想着变花样似的给妈妈做好吃的。对于豆腐，妈妈总是钟情于老豆腐，相对水豆腐它会更香更有劲。在学校都是豆浆馒头，只有在家早餐才吃得上粥，粥相对来说比较养生嘛...粥搭配豆腐，真是美味，营养全面吖” 
",http://i3.meishichina.com/attachment/recipe/201005/201005062006069.JPG@!p800,"['将老豆腐切块，用水煮去掉豆腐的腥味，在水里加入盐。', '猪肉切片，加入酱油、盐等作料研制。', '豆腐沥干水，油锅放少许油，小火煎。', '煎好豆腐置于盘中备用。', '油锅放入适量的油，加入研制的猪肉煸炒，色变后加入西红柿。', '倒入豆腐翻炒后，加入适量的水（有高汤就更美味)。', '焖煮几分钟，待豆腐入味后加入大蒜、鸡精后，起锅盛盘。']","{'老豆腐': '500克', '西红柿': '2个', '猪瘦肉': '适量', '酱油': '适量', '大蒜': '适量', '盐': '适量', '鸡精': '适量'}",['热菜'],[北豆腐]又称老豆腐，一般以盐卤（氯化镁）点制，其特点是硬度较大、韧性较强、含水量较低，口感很“粗”，味微甜略苦，但蛋白质含量最高。尽管北豆腐有点苦味，但其镁、钙的含量更高一些，能帮助降低血压和血管紧张度，预防心血管疾病的发生，还有强健骨骼和牙齿的作用,简单,焖,廿分钟,原味
3516,酱香鱿鱼,"“鱿鱼易熟所以炒制时不要过长 不然会老。调料也可根据自己的口味自己掌握” 
",http://i8.meishichina.com/attachment/recipe/201005/201005062154513.jpg@!p800,"['鱿鱼打十字花刀切段', '调料 威士忌 韩国辣酱 豆瓣等', '洋葱青椒切丝 葱姜蒜切末 用料酒胡椒粉腌制鱿鱼30分钟 锅中倒入水烧开 鱿鱼焯水后捞出。', '另起锅烧热倒入辣椒油 放入葱姜蒜末 半勺豆瓣酱 一勺韩国辣酱 一勺XO酱 爆香 下鱿鱼大火翻炒加少许威士忌 翻炒几下 放入洋葱青椒丝少许鸡精 少许盐两勺耗油 继续大火翻炒两下后出锅。']","{'鱿鱼': '适量', '洋葱': '适量', '青椒': '适量', '葱': '适量', '姜': '适量', '蒜': '适量', '威士忌': '适量', '烧烤酱': '适量', '韩国辣酱': '适量', '豆瓣酱': '适量', '蚝油': '适量', '辣椒油': '适量', '鸡精': '适量', '盐': '适量', '料酒': '适量', '胡椒粉': '适量'}",[],鱿鱼味道比较重 所以可以多腌会,普通,爆,十分钟,原味
3517,豆腐鸡蛋汤,,http://i3.meishichina.com/attachment/recipe/201005/201005062205114.jpg@!p800,"['青菜洗净切块，豆腐切小块，鸡蛋液打散备用。', '煮开一锅水，将豆腐、金针菇、胡萝卜丝加入，水开后，将蛋液缓慢倒入，再将青菜放入，放盐，熄火后淋上香油。']","{'豆腐': '适量', '鸡蛋': '适量', '青菜': '适量', '金针菇': '适量', '胡萝卜丝': '适量', '盐': '适量', '香油': '适量'}",['小吃'],口味鲜美，含丰富的营养成分，老幼皆宜。,简单,煮,十分钟,原味
3518,泡椒牛肉丝,"“泡椒的酸辣开胃是我的首选，颜色又红艳艳的，看着都让人食指大动。” 
",http://i3.meishichina.com/attachment/recipe/201005/201005062227438.jpg@!p800,[],"{'牛肉': '适量', '芹菜': '适量', '泡椒': '适量'}",['夏季食谱'],,普通,烧,十分钟,原味
3519,蒜蓉生菜,,http://i8.meishichina.com/attachment/recipe/201005/201005062300504.JPG@!p800,[],"{'生菜': '适量', '蒜': '适量', '盐': '适量'}",[],,简单,炒,十分钟,原味
3520,红烧排骨,,http://i8.meishichina.com/attachment/recipe/201005/201005062303313.JPG@!p800,[],"{'排骨': '适量', '胡萝卜': '适量', '大葱': '适量', '姜': '适量', '八角': '适量', '草果': '适量', '花椒': '适量', '干辣椒': '适量', '盐': '适量', '白糖': '适量', '老抽': '适量', '鸡精': '适量', '色拉油': '适量'}",[],,普通,烧,一小时,原味
3521,香甜花生馅饼,"“花生很香，做成烙饼就更香啦~放假了，小菜在家闲来无事做了点小点心。满足了下自己滴胃” 
",http://i3.meishichina.com/attachment/recipe/201102/201102180957395.jpg@!p800,[],"{'熟花生仁': '一盆', '白砂糖': '一袋', '油': '适量', '面粉': '适量', '鸡蛋': '三颗', '水': '适量'}","['主食', '老人', '家常菜', '晚餐']",,高级,其他,一小时,甜味
3522,葱烧土豆条,"“葱烧土豆条其实可以做成甜酸口或者咸口的 我这里做的是咸口的&nbsp;&nbsp;做法很简单 把土豆切成一厘米见方的条（如果有花纹刀切会好看些）然后下油锅炸熟就行火候和色泽自己掌握就行 记住一定要热油炸土豆 这样容易上色&nbsp;&nbsp;然后进行第二步 锅底留少许油 把葱白切成和土豆一样长度的细丝下锅煸出香味 然后再把甜面酱 酱油 糖 味精 盐 胡椒粉调成料汁倒入 翻炒几下出锅 妥了 就这么简单” 
",http://i3.meishichina.com/attachment/recipe/201005/201005070044445.JPG@!p800,"['把土豆切成条，大葱的葱白切成丝。', '把切好的土豆条下油锅炸熟。', '把切好的葱丝下锅煸出香味，然后再把调料汁和土豆条下锅，翻炒几下，出锅。']","{'土豆': '适量', '大葱': '适量', '酱油': '适量', '甜面酱': '适量', '糖': '适量', '味精': '适量', '胡椒粉': '适量', '盐': '适量'}",['热菜'],我是东北人 所以喜欢重口味的菜 如果是南方的朋友可以做成酸甜口也非常的好吃 就是把调料汁换成醋和糖就OK了,简单,烧,十分钟,原味
3523,小豆包,"“京城百姓家餐桌上最普通的一道甜食“小豆包”，看起来做着容易，稍不留神您就会砸锅。我每次做这玩意儿十次总有一两次不及格，不是馅儿大了，要不就是面发的不到家。这次试着用干酵母发了一回，还是寒蝉得要命，呵呵！您看，这馅儿都快透过来了，面还皱皱巴巴的！

究其原因，一是室温太低，二是觉得自己做面包都问题不大，没把它当回事。结果，它和我撒脾气，就是一脸褶子的样子看着我！这天，还由于我在烤点心厨房里的味道太大一直开着排风，没把面剂子盖上点儿，把这些小可怜儿伤了皮了，呵呵！因此它不满意，哎！下回主意吧！” 
",http://i3.meishichina.com/attachment/recipe/201005/201005070909402.jpg@!p800,[],"{'面粉': '250克', '红豆沙': '200克', '干酵母': '3克', '细砂糖': '30克', '清水': '130ml'}","['主食', '家常菜']",,简单,蒸,十分钟,原味
3524,宫廷桃酥,,http://i8.meishichina.com/attachment/recipe/201005/201005070910255.jpg@!p800,[],"{'普通面粉': '100克', '细砂糖': '20克(可以多放，我不太喜欢太甜的）', '油': '55克', '鸡蛋': '10克', '花生碎': '30克', '泡打粉': '1/4小勺', '小苏打': '1/8小勺'}",[],,简单,烤,十分钟,原味
3525,什锦水果派,"“下面把节日期间为家人和朋友们服务的一道甜点，自己认为还算过得去，因此把它奉献给网友们！” 
",http://i3.meishichina.com/attachment/recipe/201005/201005070921504.jpg@!p800,[],"{'高筋面粉': '250克', '黄油': '30克', '清水': '120ml', '起酥用黄油': '200克', '苹果粒': '200克', '菠萝粒': '100克', '桃脯粒': '100克', '砂糖': '50克', '麦芽糖': '80克'}","['糕点', '烘焙', '派塔']",,普通,烘焙,一小时,果味
3526,岩浆巧克力蛋糕,"“巧克力岩浆巧蛋糕又叫软心巧克力蛋糕，据说是一位西点师，意外地把没有烤熟的巧克力蛋糕取出而成的，后来成为一款时尚蛋糕；趁热吃最佳，但也可以冷藏和冷冻吃。” 
",http://i8.meishichina.com/attachment/recipe/201102/201102171631086.jpg@!p800,[],"{'黑巧克力': '140克', '黄油': '110克', '鸡蛋': '2个', '蛋黄': '1个', '细砂糖': '40克', '低筋面粉': '30克', '朗姆酒': '1大勺', '糖粉': '适量'}",[],,普通,烘焙,廿分钟,甜味
3527,奶酪蒜泥焗虾,,http://i3.meishichina.com/attachment/recipe/201102/201102181129386.jpg@!p800,[],"{'海虾': '适量', '马苏里拉奶酪': '适量', '蒜泥': '适量', '盐': '适量', '白酒': '适量'}",[],,普通,烤,廿分钟,蒜香
3528,橙香巧克力薄饼,,http://i3.meishichina.com/attachment/recipe/201102/201102181303140.jpg@!p800,[],"{'橙汁': '60克', '鲜奶油': '50克', '低精粉': '30克', '柳橙皮末': '适量', '白芝麻': '适量', '巧克力': '适量', '白糖': '80克'}","['烘焙', '儿童', '下午茶', '快餐']",,普通,烘焙,廿分钟,甜味
3529,牛蒡炖鸡腿,,http://i3.meishichina.com/attachment/recipe/201005/201005071050098.jpg@!p800,[],"{'鸡腿': '1个', '鲜牛蒡': '1根', '胡萝卜': '1根', '黑木耳': '少许'}",['私房菜'],,普通,炖,廿分钟,原味
3530,避风塘炒虾,,http://i8.meishichina.com/attachment/recipe/201102/201102181631445.jpg@!p800,[],"{'大头虾': '半斤', '盐': '适量', '蒜泥': '适量', '香葱': '适量', '面包糠': '适量', '油': '适量', '红干辣椒': '适量'}",[],,简单,炒,十分钟,微辣
3531,三色奶冻,"“牛奶做的冰凉甜品，柔滑细腻，奶香浓郁。。
３种味道；由上往下：咖啡甜酒味加了桃肉，抹茶味，原味” 
",http://i3.meishichina.com/attachment/recipe/201005/201005071111598.jpg@!p800,[],"{'牛奶': '250克', '吉利片': '4片', '淡奶油': '适量', '糖': '适量', '抹茶粉': '适量', '咖啡甜酒': '适量'}","['甜品', '儿童', '午餐', '生日']",,简单,其他,廿分钟,甜味
3532,番茄豆腐沙拉,"“加了梅肉和辣酱，有点酸酸的，稍微一点点辣，虽然清淡却真的很开胃！” 
",http://i3.meishichina.com/attachment/recipe/201102/201102180957134.jpg@!p800,[],"{'绢豆腐': '适量', '小番茄': '适量', '日本梅子': '适量', '京葱丝': '适量', '蒜泥': '适量', '橄榄油': '适量', '辣酱': '适量'}","['甜品', '儿童', '晚餐']",,简单,拌,十分钟,酸咸
3533,酥饼,,http://i3.meishichina.com/attachment/recipe/201102/201102181326361.jpg@!p800,[],"{'面粉': '适量', '花生': '适量', '黑芝麻': '适量', '地瓜': '适量', '猪油': '适量', '蜂蜜': '适量', '白糖': '适量'}","['糕点', '烘焙', '儿童', '老人', '其他点心', '下午茶', '秋季食谱']",,普通,烘焙,数小时,甜味
3534,寿司,"“寿司说实话我不喜欢、我家有喜欢的、小不点爱吃、每次都能吃完一份、既然那么爱吃我决定挑战一下、家里料子不全、现有的几样试一次看看、结果还行得到了小不点的肯定、看一看家庭简单版的。” 
",http://i8.meishichina.com/attachment/recipe/201102/201102181617068.jpg@!p800,[],"{'肉松': '适量', '火腿肠': '适量', '山楂条': '适量', '黄瓜条': '适量', '炼乳': '适量', '海苔': '适量', '米饭': '适量'}",[],,简单,生鲜,十分钟,咸鲜
3535,面包粉炸番茄,,http://i3.meishichina.com/attachment/recipe/201102/201102181017379.jpg@!p800,[],"{'番茄': '适量', '面包粉': '适量', '生粉': '适量', '鸡蛋': '适量', '食用油': '适量'}","['小吃', '粤菜', '老人', '午餐', '晚餐']",,普通,炸,十分钟,酸咸
3536,西红柿疙瘩汤,"“什么东西都是要多功能的,既能当主食来吃,又能当汤来喝的疙瘩汤才是懒人们偷懒时的一顿美食。疙瘩汤不单口感滑润、汤鲜味美,而且营养丰富、利于消化。疙瘩汤中属西红柿疙瘩汤最为经典。” 
",http://i8.meishichina.com/attachment/recipe/201102/201102181129144.jpg@!p800,[],"{'西红柿': '适量', '面疙瘩': '适量', '鸡蛋': '适量', '浓汤宝': '适量', '火腿': '适量', '盐': '适量'}",[],,普通,烧,十分钟,酸咸
